"export-world data (NetLogo 6.1.1)"
"game_of_life.nlogo"
"11/15/2019 16:55:15:636 +0100"

"RANDOM STATE"
"0 0 -1727483681 247 0.0 false -758139769 -1415398935 1118120454 -1260110205 -303368279 -1832954879 -830684514 -1241692110 -1251621305 -1962449863 -563516589 -406591737 1094130940 -1031589861 -1171162493 1607494210 -1385086125 -1145182168 1730325071 -1672601451 255365985 1576704979 1840145091 1375601658 1253566449 -2082608542 602577593 -1819000812 1748847187 -277615027 -929607792 1444967077 350625893 -1804198400 1996295020 1536709142 -997171541 1935451923 523352276 351127825 2094359162 1900877837 1822509761 32896684 745345867 313525403 -1302775622 -458078635 -1541080581 45073178 608483088 2053208065 1370331095 539354244 2064875899 -2143106153 -1449123747 49840090 -660922250 -614198144 -422383171 -956425940 -2003620287 1419722434 437861598 -1978928225 145926165 394780025 808762566 -952560399 1337335675 -1467586748 541488426 -1295880752 -906925984 -576516940 1032596010 -915980852 2017512073 -2004569263 -1680368007 1310315039 -113285044 2144039721 1799561842 -1748921487 -463532325 1296459981 1665568999 -2097412962 -1529383062 -1923021821 -1633292917 -694672894 392904689 1719544968 -743893441 -1114819395 1130506499 1938558320 1051221312 1537500259 -139841185 -695114579 -1669448520 1847343918 -1804351372 -1290499795 -2028559296 2075388535 -285105486 -62557371 721449897 -241990866 -525160798 -1335539319 2138379266 -345034291 433470434 -1176100750 -1468821291 1968531472 -1977347089 1521518293 -1861987757 924092346 -1174180863 1670763714 991800135 1483569121 -888564105 -115842696 2034864247 -876014828 1547026159 1853297820 -428660626 237713384 -1777091147 -541527489 -378869842 1791264063 -826979832 960679923 -557359777 -791448578 968982551 -173854030 -1480958875 1996822308 -1876685476 212659066 1971211445 2014694474 -1442694320 -471640991 -491945987 100422901 1710438529 -69842380 -1577821490 1873221212 583637111 385108888 -1834019515 1792234638 1581611450 -1367409327 495329609 -25323015 844125913 -1574924430 -1589745453 -369443741 -323058012 -1479770434 2029535555 534640724 -2075684784 -689091381 -504656401 1368867300 633681142 -458311525 -497601415 1365959778 1620636416 1719135277 1943415773 -1385708548 -135901517 465439037 850519759 525815924 -1944270565 -2145674770 1479840820 744942236 2074820058 527187460 2031077758 -835955680 -1970480923 -1103590111 1583559396 1644363371 -2006756034 1100641549 1971527429 -997288709 -604357604 -815298662 1148260092 -182018976 -248276938 -635113193 1257082180 194592647 461345505 -1696212410 93933844 1410004821 -1640151779 -592005264 -1814971110 205353718 1034217449 1234162866 -340243694 1478484215 -1917303708 -1306613729 1551723239 -519076766 1163535508 1528314798 185389890 -425947718 218206134 -1249560508 1297763088 1217212345 -711260827 679245419 1600125230 -1344706491 1167869139 -1302812445 -418353481 -1569546223 -157674047 -2136013546 -1516548962 2015650658 -1413419554 -106520901 1567305990 -94813670 387810061 609046460 1212440769 -1594185776 -1839604673 -727609382 212146297 1881178446 -718090274 2091062075 -310044655 -1785510312 -1323315693 1146326911 -2033624576 -1228704993 -1623707231 897681329 237016471 -1510623006 -190965351 519007726 1708540217 -1183227409 -205223291 -761068763 927059750 -1076399211 101475493 851082027 1542461886 -1128524690 -1407028171 300421883 511150197 -546556007 -544428737 141068113 -451379444 1525460253 861978753 213036555 -434749108 -1990946886 -477936655 -120090802 1047357273 -789106102 1646514592 -56469931 -160426773 -749425818 1510079393 -684484596 -1258174697 160526813 1708239013 314011143 1572120632 939837487 512995029 1054723921 1436101838 1802686516 -1242717935 1237845686 -2069106871 526027370 -282742789 1327919713 -1276386336 -1751209083 -2088263952 -1677965301 -1772143746 -1724170280 -1834971012 1567684292 -263820863 -2005763044 775717643 1221741307 -724030157 4842093 -1956830455 -164258358 1894279403 2107476620 -201955959 1984261849 -658971259 1639063459 -274519553 536509176 804133751 1275702733 580184715 -350383827 -1113492753 1757140724 -811748505 -305033970 879419913 1069088525 -113695489 1706453941 2080326007 -1407625382 -1679720556 -1449867662 -1506238276 -1971202180 -735353259 -339261168 1519661225 1379611497 98451725 1196682104 2104840138 -420379147 -1793341108 -1697270318 -1708297917 -122085507 -781934143 1559748427 -425776442 1222109349 518649067 -1125176391 -1084948777 1395256157 -1599618786 -542494948 -2111684821 984997317 -696876929 -131598881 -1089707191 -612571430 -1279068201 375487289 352889110 1167505623 68912657 -1288394381 1148836473 177246366 -1881602468 1435593257 454648933 1600977548 -1365325466 -1237820610 190807274 -1020553521 -1848680287 -323895262 -253922762 1731453186 152576987 1101475992 -19511002 -1502035252 527206347 20515671 1115174000 784777864 27771986 1878140632 -1157706062 -1182308986 -1123963847 -419919126 -1728257163 -717328145 -1447064216 1840614203 480566577 -1460529362 -1686385713 1423990634 774898350 -212922943 2038985083 -2047949240 1438739538 244181150 -559953088 -512987976 -268243286 1655278324 1901973702 1324221609 39134942 -2140540598 -1737391102 -399563709 2075649185 1346780454 1036664847 -1845859639 -204371122 -1622432069 -1176257528 -1019108673 -1743419164 1320140044 1293580931 1155888111 -1937930306 100663114 -2031120290 2145852012 511612292 1128000530 116160206 -363723904 951434763 685638399 410868332 -689372983 -2041971169 -2131113570 -781210703 1564243884 1919232428 234770625 -1612955523 -16436643 2036170336 -533673760 398937226 361825705 -347986192 1062543963 1187184058 1592952618 -862754132 -2081088495 -504432717 254813882 -2120942754 -1763596106 617460134 -2006760418 -288171195 697651021 -21635275 1991573782 -1187259203 245340009 203601426 1974970186 -974938581 -1556786971 2064566836 922252256 -690444238 -1317596674 932545783 1052929303 -1851901696 -281919831 182948607 807674173 -1661459893 1572191092 -1098289310 1590490914 176283190 615865275 1351721124 1590594335 552855316 -1659431851 63923410 2008996742 -178347410 -69530175 211982199 -2007116762 -383818890 -651617066 -2087314441 2117387613 -1605336660 -1948380692 1130561733 -641923662 695655656 -324979728 1685855224 377311263 49884087 19606982 779365872 -1821018746 1084465469 -1819345734 -385812204 -1049057327 596966367 -659128716 -769562708 -1498754613 -585138037 1829889234 1229813118 -1849374185 -810309824 -365254915 -931011381 1487314253 -789546993 -710505179 1195341344 -179761927 -161452204 -427077596 749573048 1714815225 -1101995919 -978920174 -7777211 -812146123 -374447395 -1777135641 -567992424 762211676 854736481 164211533 556171049 -1055219888 -263392221 -460377246 -536714083 -1952868223 -1442779486 1048227642 -159429140 -315336726 446253039 -983377024 278311741 373520379 -1642090544 1900767595 -2047433828 -615565849 -615953576 -1416030359 1644252869 -409950718 173938267 -669178045 -2073898440 -1348358025 1173098293 -895159816 -95399659 -823870433 1631730372 -1437546177 1338214947 1331890645"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","living","mean_neighbors","p","t"
"-20","20","-20","20","0","nobody","0","""NEITHER""","-1","0","0","0.2","0"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode"

"PATCHES"
"pxcor","pycor","pcolor","plabel","plabel-color","num_neighbors"
"-9","15","9.9","""""","9.9","0"
"-8","15","9.9","""""","9.9","0"
"-7","15","9.9","""""","9.9","0"
"-6","15","9.9","""""","9.9","0"
"-5","15","9.9","""""","9.9","0"
"-4","15","9.9","""""","9.9","0"
"-3","15","9.9","""""","9.9","0"
"-2","15","9.9","""""","9.9","0"
"-1","15","9.9","""""","9.9","0"
"0","15","9.9","""""","9.9","0"
"1","15","9.9","""""","9.9","0"
"2","15","9.9","""""","9.9","0"
"3","15","9.9","""""","9.9","0"
"4","15","9.9","""""","9.9","0"
"5","15","9.9","""""","9.9","0"
"6","15","9.9","""""","9.9","0"
"7","15","9.9","""""","9.9","0"
"8","15","9.9","""""","9.9","0"
"9","15","9.9","""""","9.9","0"
"10","15","9.9","""""","9.9","0"
"11","15","9.9","""""","9.9","0"
"12","15","9.9","""""","9.9","0"
"13","15","9.9","""""","9.9","0"
"14","15","9.9","""""","9.9","0"
"15","15","9.9","""""","9.9","0"
"16","15","9.9","""""","9.9","0"
"17","15","9.9","""""","9.9","0"
"18","15","9.9","""""","9.9","0"
"19","15","9.9","""""","9.9","0"
"20","15","9.9","""""","9.9","0"
"-20","14","9.9","""""","9.9","0"
"-19","14","9.9","""""","9.9","0"
"-18","14","9.9","""""","9.9","0"
"-17","14","9.9","""""","9.9","0"
"-16","14","9.9","""""","9.9","0"
"-15","14","9.9","""""","9.9","0"
"-14","14","9.9","""""","9.9","0"
"-13","14","9.9","""""","9.9","0"
"-12","14","9.9","""""","9.9","0"
"-11","14","9.9","""""","9.9","0"
"-10","14","9.9","""""","9.9","0"
"-9","14","9.9","""""","9.9","0"
"-8","14","9.9","""""","9.9","0"
"-7","14","9.9","""""","9.9","0"
"-6","14","9.9","""""","9.9","0"
"-5","14","9.9","""""","9.9","0"
"-4","14","9.9","""""","9.9","0"
"-3","14","9.9","""""","9.9","0"
"-2","14","9.9","""""","9.9","0"
"-1","14","9.9","""""","9.9","0"
"0","14","9.9","""""","9.9","0"
"1","14","9.9","""""","9.9","0"
"2","14","9.9","""""","9.9","0"
"3","14","9.9","""""","9.9","0"
"4","14","9.9","""""","9.9","0"
"5","14","9.9","""""","9.9","0"
"6","14","9.9","""""","9.9","0"
"7","14","9.9","""""","9.9","0"
"8","14","9.9","""""","9.9","0"
"9","14","9.9","""""","9.9","0"
"10","14","9.9","""""","9.9","0"
"11","14","9.9","""""","9.9","0"
"12","14","9.9","""""","9.9","0"
"13","14","9.9","""""","9.9","0"
"14","14","9.9","""""","9.9","0"
"15","14","9.9","""""","9.9","0"
"16","14","9.9","""""","9.9","0"
"17","14","9.9","""""","9.9","0"
"18","14","9.9","""""","9.9","0"
"19","14","9.9","""""","9.9","0"
"20","14","9.9","""""","9.9","0"
"-20","13","9.9","""""","9.9","0"
"-19","13","9.9","""""","9.9","0"
"-18","13","9.9","""""","9.9","0"
"-17","13","9.9","""""","9.9","0"
"-16","13","9.9","""""","9.9","0"
"-15","13","9.9","""""","9.9","0"
"-14","13","9.9","""""","9.9","0"
"-13","13","9.9","""""","9.9","0"
"-12","13","9.9","""""","9.9","0"
"-11","13","9.9","""""","9.9","0"
"-10","13","9.9","""""","9.9","0"
"-9","13","9.9","""""","9.9","0"
"-8","13","9.9","""""","9.9","0"
"-7","13","9.9","""""","9.9","0"
"-6","13","9.9","""""","9.9","0"
"-5","13","9.9","""""","9.9","0"
"-4","13","9.9","""""","9.9","0"
"-3","13","9.9","""""","9.9","0"
"-2","13","9.9","""""","9.9","0"
"-1","13","9.9","""""","9.9","0"
"0","13","9.9","""""","9.9","0"
"1","13","9.9","""""","9.9","0"
"2","13","9.9","""""","9.9","0"
"3","13","9.9","""""","9.9","0"
"4","13","9.9","""""","9.9","0"
"5","13","9.9","""""","9.9","0"
"6","13","9.9","""""","9.9","0"
"7","13","9.9","""""","9.9","0"
"8","13","9.9","""""","9.9","0"
"9","13","9.9","""""","9.9","0"
"10","13","9.9","""""","9.9","0"
"11","13","9.9","""""","9.9","0"
"12","13","9.9","""""","9.9","0"
"13","13","9.9","""""","9.9","0"
"14","13","9.9","""""","9.9","0"
"15","13","9.9","""""","9.9","0"
"16","13","9.9","""""","9.9","0"
"17","13","9.9","""""","9.9","0"
"18","13","9.9","""""","9.9","0"
"19","13","9.9","""""","9.9","0"
"20","13","9.9","""""","9.9","0"
"-20","12","9.9","""""","9.9","0"
"-19","12","9.9","""""","9.9","0"
"-18","12","9.9","""""","9.9","0"
"-17","12","9.9","""""","9.9","0"
"-16","12","9.9","""""","9.9","0"
"-15","12","9.9","""""","9.9","0"
"-14","12","9.9","""""","9.9","0"
"-13","12","9.9","""""","9.9","0"
"-12","12","9.9","""""","9.9","0"
"-11","12","9.9","""""","9.9","0"
"-10","12","9.9","""""","9.9","0"
"-9","12","9.9","""""","9.9","0"
"-8","12","9.9","""""","9.9","0"
"-7","12","9.9","""""","9.9","0"
"-6","12","9.9","""""","9.9","0"
"-5","12","9.9","""""","9.9","0"
"-4","12","9.9","""""","9.9","0"
"-3","12","9.9","""""","9.9","0"
"-2","12","9.9","""""","9.9","0"
"-1","12","9.9","""""","9.9","0"
"0","12","9.9","""""","9.9","0"
"1","12","9.9","""""","9.9","0"
"2","12","9.9","""""","9.9","0"
"3","12","9.9","""""","9.9","0"
"4","12","9.9","""""","9.9","0"
"5","12","9.9","""""","9.9","0"
"6","12","9.9","""""","9.9","0"
"7","12","9.9","""""","9.9","0"
"8","12","9.9","""""","9.9","0"
"9","12","9.9","""""","9.9","0"
"10","12","9.9","""""","9.9","0"
"11","12","9.9","""""","9.9","0"
"12","12","9.9","""""","9.9","0"
"13","12","9.9","""""","9.9","0"
"14","12","9.9","""""","9.9","0"
"15","12","9.9","""""","9.9","0"
"16","12","9.9","""""","9.9","0"
"17","12","9.9","""""","9.9","0"
"18","12","9.9","""""","9.9","0"
"19","12","9.9","""""","9.9","0"
"20","12","9.9","""""","9.9","0"
"-20","11","9.9","""""","9.9","0"
"-19","11","9.9","""""","9.9","0"
"-18","11","9.9","""""","9.9","0"
"-17","11","9.9","""""","9.9","0"
"-16","11","9.9","""""","9.9","0"
"-15","11","9.9","""""","9.9","0"
"-14","11","9.9","""""","9.9","0"
"-13","11","9.9","""""","9.9","0"
"-12","11","9.9","""""","9.9","0"
"-11","11","9.9","""""","9.9","0"
"-10","11","9.9","""""","9.9","0"
"-9","11","9.9","""""","9.9","0"
"-8","11","9.9","""""","9.9","0"
"-7","11","9.9","""""","9.9","0"
"-6","11","9.9","""""","9.9","0"
"-5","11","9.9","""""","9.9","0"
"-4","11","9.9","""""","9.9","0"
"-3","11","9.9","""""","9.9","0"
"-2","11","9.9","""""","9.9","0"
"-1","11","9.9","""""","9.9","0"
"0","11","9.9","""""","9.9","0"
"1","11","9.9","""""","9.9","0"
"2","11","9.9","""""","9.9","0"
"3","11","9.9","""""","9.9","0"
"4","11","9.9","""""","9.9","0"
"5","11","9.9","""""","9.9","0"
"6","11","9.9","""""","9.9","0"
"7","11","9.9","""""","9.9","0"
"8","11","9.9","""""","9.9","0"
"9","11","9.9","""""","9.9","0"
"10","11","9.9","""""","9.9","0"
"11","11","9.9","""""","9.9","0"
"12","11","9.9","""""","9.9","0"
"13","11","9.9","""""","9.9","0"
"14","11","9.9","""""","9.9","0"
"15","11","9.9","""""","9.9","0"
"16","11","9.9","""""","9.9","0"
"17","11","9.9","""""","9.9","0"
"18","11","9.9","""""","9.9","0"
"19","11","9.9","""""","9.9","0"
"20","11","9.9","""""","9.9","0"
"-20","10","9.9","""""","9.9","0"
"-19","10","9.9","""""","9.9","0"
"-18","10","9.9","""""","9.9","0"
"-17","10","9.9","""""","9.9","0"
"-16","10","9.9","""""","9.9","0"
"-15","10","9.9","""""","9.9","0"
"-14","10","9.9","""""","9.9","0"
"-13","10","9.9","""""","9.9","0"
"-12","10","9.9","""""","9.9","0"
"-11","10","9.9","""""","9.9","0"
"-10","10","9.9","""""","9.9","0"
"-9","10","9.9","""""","9.9","0"
"-8","10","9.9","""""","9.9","0"
"-7","10","9.9","""""","9.9","0"
"-6","10","9.9","""""","9.9","0"
"-5","10","9.9","""""","9.9","0"
"-4","10","9.9","""""","9.9","0"
"-3","10","9.9","""""","9.9","0"
"-2","10","9.9","""""","9.9","0"
"-1","10","9.9","""""","9.9","0"
"0","10","9.9","""""","9.9","0"
"1","10","9.9","""""","9.9","0"
"2","10","9.9","""""","9.9","0"
"3","10","9.9","""""","9.9","0"
"4","10","9.9","""""","9.9","0"
"5","10","9.9","""""","9.9","0"
"6","10","9.9","""""","9.9","0"
"7","10","9.9","""""","9.9","0"
"8","10","9.9","""""","9.9","0"
"9","10","9.9","""""","9.9","0"
"10","10","9.9","""""","9.9","0"
"11","10","9.9","""""","9.9","0"
"12","10","9.9","""""","9.9","0"
"13","10","9.9","""""","9.9","0"
"14","10","9.9","""""","9.9","0"
"15","10","9.9","""""","9.9","0"
"16","10","9.9","""""","9.9","0"
"17","10","9.9","""""","9.9","0"
"18","10","9.9","""""","9.9","0"
"19","10","9.9","""""","9.9","0"
"20","10","9.9","""""","9.9","0"
"-20","9","9.9","""""","9.9","0"
"-19","9","9.9","""""","9.9","0"
"-18","9","9.9","""""","9.9","0"
"-17","9","9.9","""""","9.9","0"
"-16","9","9.9","""""","9.9","0"
"-15","9","9.9","""""","9.9","0"
"-14","9","9.9","""""","9.9","0"
"-13","9","9.9","""""","9.9","0"
"-12","9","9.9","""""","9.9","0"
"-11","9","9.9","""""","9.9","0"
"-10","9","9.9","""""","9.9","0"
"-9","9","9.9","""""","9.9","0"
"-8","9","9.9","""""","9.9","0"
"-7","9","9.9","""""","9.9","0"
"-6","9","9.9","""""","9.9","0"
"-5","9","9.9","""""","9.9","0"
"-4","9","9.9","""""","9.9","0"
"-3","9","9.9","""""","9.9","0"
"-2","9","9.9","""""","9.9","0"
"-1","9","9.9","""""","9.9","0"
"0","9","9.9","""""","9.9","0"
"1","9","9.9","""""","9.9","0"
"2","9","9.9","""""","9.9","0"
"3","9","9.9","""""","9.9","0"
"4","9","9.9","""""","9.9","0"
"5","9","9.9","""""","9.9","0"
"6","9","9.9","""""","9.9","0"
"7","9","9.9","""""","9.9","0"
"8","9","9.9","""""","9.9","0"
"9","9","9.9","""""","9.9","0"
"10","9","9.9","""""","9.9","0"
"11","9","9.9","""""","9.9","0"
"12","9","9.9","""""","9.9","0"
"13","9","9.9","""""","9.9","0"
"14","9","9.9","""""","9.9","0"
"15","9","9.9","""""","9.9","0"
"16","9","9.9","""""","9.9","0"
"17","9","9.9","""""","9.9","0"
"18","9","9.9","""""","9.9","0"
"19","9","9.9","""""","9.9","0"
"20","9","9.9","""""","9.9","0"
"-20","8","9.9","""""","9.9","0"
"-19","8","9.9","""""","9.9","0"
"-18","8","9.9","""""","9.9","0"
"-17","8","9.9","""""","9.9","0"
"-16","8","9.9","""""","9.9","0"
"-15","8","9.9","""""","9.9","0"
"-14","8","9.9","""""","9.9","0"
"-13","8","9.9","""""","9.9","0"
"-12","8","9.9","""""","9.9","0"
"-11","8","9.9","""""","9.9","0"
"-10","8","9.9","""""","9.9","0"
"-9","8","9.9","""""","9.9","0"
"-8","8","9.9","""""","9.9","0"
"-7","8","9.9","""""","9.9","0"
"-6","8","9.9","""""","9.9","0"
"-5","8","9.9","""""","9.9","0"
"-4","8","9.9","""""","9.9","0"
"-3","8","9.9","""""","9.9","0"
"-2","8","9.9","""""","9.9","0"
"-1","8","9.9","""""","9.9","0"
"0","8","9.9","""""","9.9","0"
"1","8","9.9","""""","9.9","0"
"2","8","9.9","""""","9.9","0"
"3","8","9.9","""""","9.9","0"
"4","8","9.9","""""","9.9","0"
"5","8","9.9","""""","9.9","0"
"6","8","9.9","""""","9.9","0"
"7","8","9.9","""""","9.9","0"
"8","8","9.9","""""","9.9","0"
"9","8","9.9","""""","9.9","0"
"10","8","9.9","""""","9.9","0"
"11","8","9.9","""""","9.9","0"
"12","8","9.9","""""","9.9","0"
"13","8","9.9","""""","9.9","0"
"14","8","9.9","""""","9.9","0"
"15","8","9.9","""""","9.9","0"
"16","8","9.9","""""","9.9","0"
"17","8","9.9","""""","9.9","0"
"18","8","9.9","""""","9.9","0"
"19","8","9.9","""""","9.9","0"
"20","8","9.9","""""","9.9","0"
"-20","7","9.9","""""","9.9","0"
"-19","7","9.9","""""","9.9","0"
"-18","7","9.9","""""","9.9","0"
"-17","7","9.9","""""","9.9","0"
"-16","7","9.9","""""","9.9","0"
"-15","7","9.9","""""","9.9","0"
"-14","7","9.9","""""","9.9","0"
"-13","7","9.9","""""","9.9","0"
"-12","7","9.9","""""","9.9","0"
"-11","7","9.9","""""","9.9","0"
"-10","7","9.9","""""","9.9","0"
"-9","7","9.9","""""","9.9","0"
"-8","7","9.9","""""","9.9","0"
"-7","7","9.9","""""","9.9","0"
"-6","7","9.9","""""","9.9","0"
"-5","7","9.9","""""","9.9","0"
"-4","7","9.9","""""","9.9","0"
"-3","7","9.9","""""","9.9","0"
"-2","7","9.9","""""","9.9","0"
"-1","7","9.9","""""","9.9","0"
"0","7","9.9","""""","9.9","0"
"1","7","9.9","""""","9.9","0"
"2","7","9.9","""""","9.9","0"
"3","7","9.9","""""","9.9","0"
"4","7","9.9","""""","9.9","0"
"5","7","9.9","""""","9.9","0"
"6","7","9.9","""""","9.9","0"
"7","7","9.9","""""","9.9","0"
"8","7","9.9","""""","9.9","0"
"9","7","9.9","""""","9.9","0"
"10","7","9.9","""""","9.9","0"
"11","7","9.9","""""","9.9","0"
"12","7","9.9","""""","9.9","0"
"13","7","9.9","""""","9.9","0"
"14","7","9.9","""""","9.9","0"
"15","7","9.9","""""","9.9","0"
"16","7","9.9","""""","9.9","0"
"17","7","9.9","""""","9.9","0"
"18","7","9.9","""""","9.9","0"
"19","7","9.9","""""","9.9","0"
"20","7","9.9","""""","9.9","0"
"-20","6","9.9","""""","9.9","0"
"-19","6","9.9","""""","9.9","0"
"-18","6","9.9","""""","9.9","0"
"-17","6","9.9","""""","9.9","0"
"-16","6","9.9","""""","9.9","0"
"-15","6","9.9","""""","9.9","0"
"-14","6","9.9","""""","9.9","0"
"-13","6","9.9","""""","9.9","0"
"-12","6","9.9","""""","9.9","0"
"-11","6","9.9","""""","9.9","0"
"-10","6","9.9","""""","9.9","0"
"-9","6","9.9","""""","9.9","0"
"-8","6","9.9","""""","9.9","0"
"-7","6","9.9","""""","9.9","0"
"-6","6","9.9","""""","9.9","0"
"-5","6","9.9","""""","9.9","0"
"-4","6","9.9","""""","9.9","0"
"-3","6","9.9","""""","9.9","0"
"-2","6","9.9","""""","9.9","0"
"-1","6","9.9","""""","9.9","0"
"0","6","9.9","""""","9.9","0"
"1","6","9.9","""""","9.9","0"
"2","6","9.9","""""","9.9","0"
"3","6","9.9","""""","9.9","0"
"4","6","9.9","""""","9.9","0"
"5","6","9.9","""""","9.9","0"
"6","6","9.9","""""","9.9","0"
"7","6","9.9","""""","9.9","0"
"8","6","9.9","""""","9.9","0"
"9","6","9.9","""""","9.9","0"
"10","6","9.9","""""","9.9","0"
"11","6","9.9","""""","9.9","0"
"12","6","9.9","""""","9.9","0"
"13","6","9.9","""""","9.9","0"
"14","6","9.9","""""","9.9","0"
"15","6","9.9","""""","9.9","0"
"16","6","9.9","""""","9.9","0"
"17","6","9.9","""""","9.9","0"
"18","6","9.9","""""","9.9","0"
"19","6","9.9","""""","9.9","0"
"20","6","9.9","""""","9.9","0"
"-20","5","9.9","""""","9.9","0"
"-19","5","9.9","""""","9.9","0"
"-18","5","9.9","""""","9.9","0"
"-17","5","9.9","""""","9.9","0"
"-16","5","9.9","""""","9.9","0"
"-15","5","9.9","""""","9.9","0"
"-14","5","9.9","""""","9.9","0"
"-13","5","9.9","""""","9.9","0"
"-12","5","9.9","""""","9.9","0"
"-11","5","9.9","""""","9.9","0"
"-10","5","9.9","""""","9.9","0"
"-9","5","9.9","""""","9.9","0"
"-8","5","9.9","""""","9.9","0"
"-7","5","9.9","""""","9.9","0"
"-6","5","9.9","""""","9.9","0"
"-5","5","9.9","""""","9.9","0"
"-4","5","9.9","""""","9.9","0"
"-3","5","9.9","""""","9.9","0"
"-2","5","9.9","""""","9.9","0"
"-1","5","9.9","""""","9.9","0"
"0","5","9.9","""""","9.9","0"
"1","5","9.9","""""","9.9","0"
"2","5","9.9","""""","9.9","0"
"3","5","9.9","""""","9.9","0"
"4","5","9.9","""""","9.9","0"
"5","5","9.9","""""","9.9","0"
"6","5","9.9","""""","9.9","0"
"7","5","9.9","""""","9.9","0"
"8","5","9.9","""""","9.9","0"
"9","5","9.9","""""","9.9","0"
"10","5","9.9","""""","9.9","0"
"11","5","9.9","""""","9.9","0"
"12","5","9.9","""""","9.9","0"
"13","5","9.9","""""","9.9","0"
"14","5","9.9","""""","9.9","0"
"15","5","9.9","""""","9.9","0"
"16","5","9.9","""""","9.9","0"
"17","5","9.9","""""","9.9","0"
"18","5","9.9","""""","9.9","0"
"19","5","9.9","""""","9.9","0"
"20","5","9.9","""""","9.9","0"
"-20","4","9.9","""""","9.9","0"
"-19","4","9.9","""""","9.9","0"
"-18","4","9.9","""""","9.9","0"
"-17","4","9.9","""""","9.9","0"
"-16","4","9.9","""""","9.9","0"
"-15","4","9.9","""""","9.9","0"
"-14","4","9.9","""""","9.9","0"
"-13","4","9.9","""""","9.9","0"
"-12","4","9.9","""""","9.9","0"
"-11","4","9.9","""""","9.9","0"
"-10","4","9.9","""""","9.9","0"
"-9","4","9.9","""""","9.9","0"
"-8","4","9.9","""""","9.9","0"
"-7","4","9.9","""""","9.9","0"
"-6","4","9.9","""""","9.9","0"
"-5","4","9.9","""""","9.9","0"
"-4","4","9.9","""""","9.9","0"
"-3","4","9.9","""""","9.9","0"
"-2","4","9.9","""""","9.9","0"
"-1","4","9.9","""""","9.9","0"
"0","4","9.9","""""","9.9","0"
"1","4","9.9","""""","9.9","0"
"2","4","9.9","""""","9.9","0"
"3","4","9.9","""""","9.9","0"
"4","4","9.9","""""","9.9","0"
"5","4","9.9","""""","9.9","0"
"6","4","0","""""","9.9","0"
"7","4","9.9","""""","9.9","0"
"8","4","9.9","""""","9.9","0"
"9","4","9.9","""""","9.9","0"
"10","4","9.9","""""","9.9","0"
"11","4","9.9","""""","9.9","0"
"12","4","9.9","""""","9.9","0"
"13","4","9.9","""""","9.9","0"
"14","4","9.9","""""","9.9","0"
"15","4","9.9","""""","9.9","0"
"16","4","9.9","""""","9.9","0"
"17","4","9.9","""""","9.9","0"
"18","4","9.9","""""","9.9","0"
"19","4","9.9","""""","9.9","0"
"20","4","9.9","""""","9.9","0"
"-20","3","9.9","""""","9.9","0"
"-19","3","9.9","""""","9.9","0"
"-18","3","9.9","""""","9.9","0"
"-17","3","9.9","""""","9.9","0"
"-16","3","9.9","""""","9.9","0"
"-15","3","9.9","""""","9.9","0"
"-14","3","9.9","""""","9.9","0"
"-13","3","9.9","""""","9.9","0"
"-12","3","9.9","""""","9.9","0"
"-11","3","9.9","""""","9.9","0"
"-10","3","9.9","""""","9.9","0"
"-9","3","9.9","""""","9.9","0"
"-8","3","9.9","""""","9.9","0"
"-7","3","9.9","""""","9.9","0"
"-6","3","9.9","""""","9.9","0"
"-5","3","9.9","""""","9.9","0"
"-4","3","9.9","""""","9.9","0"
"-3","3","9.9","""""","9.9","0"
"-2","3","9.9","""""","9.9","0"
"-1","3","9.9","""""","9.9","0"
"0","3","9.9","""""","9.9","0"
"1","3","9.9","""""","9.9","0"
"2","3","9.9","""""","9.9","0"
"3","3","9.9","""""","9.9","0"
"4","3","0","""""","9.9","0"
"5","3","9.9","""""","9.9","0"
"6","3","0","""""","9.9","0"
"7","3","9.9","""""","9.9","0"
"8","3","9.9","""""","9.9","0"
"9","3","9.9","""""","9.9","0"
"10","3","9.9","""""","9.9","0"
"11","3","9.9","""""","9.9","0"
"12","3","9.9","""""","9.9","0"
"13","3","9.9","""""","9.9","0"
"14","3","9.9","""""","9.9","0"
"15","3","9.9","""""","9.9","0"
"16","3","9.9","""""","9.9","0"
"17","3","9.9","""""","9.9","0"
"18","3","9.9","""""","9.9","0"
"19","3","9.9","""""","9.9","0"
"20","3","9.9","""""","9.9","0"
"-20","2","9.9","""""","9.9","0"
"-19","2","9.9","""""","9.9","0"
"-18","2","9.9","""""","9.9","0"
"-17","2","9.9","""""","9.9","0"
"-16","2","9.9","""""","9.9","0"
"-15","2","9.9","""""","9.9","0"
"-14","2","9.9","""""","9.9","0"
"-13","2","9.9","""""","9.9","0"
"-12","2","9.9","""""","9.9","0"
"-11","2","9.9","""""","9.9","0"
"-10","2","9.9","""""","9.9","0"
"-9","2","9.9","""""","9.9","0"
"-8","2","9.9","""""","9.9","0"
"-7","2","9.9","""""","9.9","0"
"-6","2","0","""""","9.9","0"
"-5","2","0","""""","9.9","0"
"-4","2","9.9","""""","9.9","0"
"-3","2","9.9","""""","9.9","0"
"-2","2","9.9","""""","9.9","0"
